sample_index,sample_id,official_status,case_dir,repeat_1_final_dir,repeat_2_final_dir,missing_count,missing_items
3381,Spatial/insert_bloom_flower/example80,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example80,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example80\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example80\official_repeat_2,0,
3382,Spatial/insert_bloom_flower/example81,B5_nondeterministic_mismatch,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example81,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example81\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example81\official_repeat_2,0,
3383,Spatial/insert_bloom_flower/example82,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example82,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example82\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example82\official_repeat_2,0,
3384,Spatial/insert_bloom_flower/example83,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example83,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example83\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example83\official_repeat_2,0,
3385,Spatial/insert_bloom_flower/example84,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example84,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example84\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example84\official_repeat_2,0,
3386,Spatial/insert_bloom_flower/example85,B5_nondeterministic_mismatch,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example85,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example85\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example85\official_repeat_2,0,
3387,Spatial/insert_bloom_flower/example86,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example86,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example86\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example86\official_repeat_2,0,
3388,Spatial/insert_bloom_flower/example87,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example87,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example87\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example87\official_repeat_2,0,
3389,Spatial/insert_bloom_flower/example88,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example88,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example88\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example88\official_repeat_2,0,
3390,Spatial/insert_bloom_flower/example89,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example89,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example89\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example89\official_repeat_2,0,
3391,Spatial/insert_bloom_flower/example90,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example90,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example90\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example90\official_repeat_2,0,
3392,Spatial/insert_bloom_flower/example91,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example91,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example91\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example91\official_repeat_2,0,
3393,Spatial/insert_bloom_flower/example92,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example92,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example92\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example92\official_repeat_2,0,
3394,Spatial/insert_bloom_flower/example93,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example93,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example93\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example93\official_repeat_2,0,
3395,Spatial/insert_bloom_flower/example94,B5_nondeterministic_mismatch,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example94,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example94\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example94\official_repeat_2,0,
3396,Spatial/insert_bloom_flower/example95,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example95,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example95\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example95\official_repeat_2,0,
3397,Spatial/insert_bloom_flower/example96,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example96,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example96\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example96\official_repeat_2,0,
3398,Spatial/insert_bloom_flower/example97,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example97,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example97\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example97\official_repeat_2,0,
3399,Spatial/insert_bloom_flower/example98,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example98,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example98\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example98\official_repeat_2,0,
3400,Spatial/insert_bloom_flower/example99,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example99,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example99\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\insert_bloom_flower\example99\official_repeat_2,0,
3401,Spatial/select_billiards_spatial/example0,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_billiards_spatial\example0,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_billiards_spatial\example0\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_billiards_spatial\example0\official_repeat_2,0,
3402,Spatial/select_billiards_spatial/example1,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_billiards_spatial\example1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_billiards_spatial\example1\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Spatial\select_billiards_spatial\example1\official_repeat_2,0,
